KIC ID,surpassed threshold,total,ratio
2425537,1,18,0.05555555556
3348070,2,18,0.1111111111
3111172,1,18,0.05555555556
3098084,5,18,0.2777777778
2424822,3,18,0.1666666667
2998253,2,18,0.1111111111
2444933,2,18,0.1111111111
3247777,2,15,0.1333333333
3128265,1,15,0.06666666667
3337740,1,18,0.05555555556
2711573,1,18,0.05555555556
1163333,1,18,0.05555555556
2444598,1,6,0.1666666667
2558273,1,18,0.05555555556
3099707,3,15,0.2
892678,1,18,0.05555555556
3337111,1,18,0.05555555556
1721218,1,18,0.05555555556
1864855,2,18,0.1111111111
3215565,1,18,0.05555555556
2302505,1,18,0.05555555556
2984406,1,5,0.2
3347292,1,18,0.05555555556
2994803,2,18,0.1111111111
3122597,1,18,0.05555555556
3129943,3,15,0.2
1295693,1,18,0.05555555556
2833632,4,18,0.2222222222
3249287,1,1,1
3340075,2,18,0.1111111111
2972941,3,18,0.1666666667
3237869,1,18,0.05555555556
3221302,1,18,0.05555555556
3325240,2,18,0.1111111111
1433730,1,18,0.05555555556
3221766,2,18,0.1111111111
1573398,1,18,0.05555555556
2969169,3,18,0.1666666667
3102351,3,18,0.1666666667
2988655,3,14,0.2142857143
3236379,1,18,0.05555555556
2846659,1,17,0.05882352941
2718252,11,18,0.6111111111
2713018,1,18,0.05555555556
2424663,1,18,0.05555555556
2849859,1,18,0.05555555556
2557441,1,18,0.05555555556
2444316,4,16,0.25
1872749,3,18,0.1666666667
2303266,3,18,0.1666666667
3122780,2,18,0.1111111111
2861630,1,15,0.06666666667
3339261,5,18,0.2777777778
2305992,3,18,0.1666666667
3346398,2,18,0.1111111111
3344897,1,18,0.05555555556
2450729,5,18,0.2777777778
2012932,1,10,0.1
2861298,1,18,0.05555555556
1574361,1,4,0.25
3347286,1,10,0.1
2987297,4,18,0.2222222222
3220837,7,18,0.3888888889
3003576,2,15,0.1333333333
1570994,1,18,0.05555555556
2156757,2,18,0.1111111111
2142501,1,18,0.05555555556
1572895,1,18,0.05555555556
2445665,1,18,0.05555555556
2311130,1,5,0.2
2302188,4,18,0.2222222222
1995038,2,18,0.1111111111
3098431,2,18,0.1111111111
3323168,1,18,0.05555555556
2585397,2,18,0.1111111111
2166590,2,18,0.1111111111
2452289,2,18,0.1111111111
2283075,1,18,0.05555555556
1293928,2,18,0.1111111111
3096567,1,18,0.05555555556
3222104,3,18,0.1666666667
1719093,1,18,0.05555555556
3097819,4,16,0.25
2309900,1,18,0.05555555556
3130425,1,15,0.06666666667
2985398,8,18,0.4444444444
3099174,1,18,0.05555555556
1872324,2,18,0.1111111111
1870225,1,18,0.05555555556
3228257,1,18,0.05555555556
2450149,1,18,0.05555555556
3238859,1,18,0.05555555556
2716185,3,18,0.1666666667
3339203,1,17,0.05882352941
2297426,1,18,0.05555555556
2707467,1,18,0.05555555556
2832753,1,18,0.05555555556
1294953,1,18,0.05555555556
2141544,1,18,0.05555555556
3245638,3,15,0.2
3351711,3,15,0.2
3247396,3,15,0.2
3345775,3,18,0.1666666667
2584478,3,18,0.1666666667
2556166,2,18,0.1111111111
2284009,1,18,0.05555555556
3327798,2,18,0.1111111111
3216159,4,18,0.2222222222
1872517,2,16,0.125
3228232,1,18,0.05555555556
2010256,3,18,0.1666666667
2831113,4,18,0.2222222222
2696739,3,18,0.1666666667
1995859,1,17,0.05882352941
2970836,1,18,0.05555555556
1430305,1,18,0.05555555556
3348090,1,18,0.05555555556
2299926,1,18,0.05555555556
2581104,3,18,0.1666666667
3338777,3,18,0.1666666667
1872948,5,18,0.2777777778
2422998,3,18,0.1666666667
2974459,3,18,0.1666666667
2425375,2,16,0.125
3002890,3,15,0.2
2987466,1,18,0.05555555556
2422362,3,18,0.1666666667
2584811,2,18,0.1111111111
3357281,3,15,0.2
3100219,2,18,0.1111111111
3234655,4,16,0.25
2574809,2,18,0.1111111111
1569842,3,18,0.1666666667
3232397,3,18,0.1666666667
2441495,1,18,0.05555555556
2442674,2,18,0.1111111111
3341373,1,18,0.05555555556
1995668,3,18,0.1666666667
1718943,1,18,0.05555555556
2012565,2,18,0.1111111111
3099949,1,18,0.05555555556
2974865,1,18,0.05555555556
1433725,1,18,0.05555555556
2848725,2,18,0.1111111111
1570366,1,18,0.05555555556
3339894,2,18,0.1111111111
2011545,1,18,0.05555555556
2309595,3,18,0.1666666667
2448382,1,18,0.05555555556
1866174,2,18,0.1111111111
2856412,1,17,0.05882352941
2157489,1,18,0.05555555556
3229970,2,18,0.1111111111
2442483,2,18,0.1111111111
3218634,2,18,0.1111111111
2865434,4,15,0.2666666667
2971380,1,15,0.06666666667
3113809,8,18,0.4444444444
2985364,1,18,0.05555555556
3345711,1,18,0.05555555556
2010835,1,18,0.05555555556
3343620,1,18,0.05555555556
3245451,3,15,0.2
2556592,1,18,0.05555555556
2858740,1,18,0.05555555556
1571088,2,18,0.1111111111
2157213,2,18,0.1111111111
3102386,1,10,0.1
2584477,1,18,0.05555555556
2450318,3,18,0.1666666667
2141746,3,18,0.1666666667
2441864,3,18,0.1666666667
2017075,1,18,0.05555555556
2285776,2,16,0.125
3233816,2,18,0.1111111111
2696955,4,18,0.2222222222
2855034,1,18,0.05555555556
1865136,1,18,0.05555555556
1434591,1,18,0.05555555556
2165188,1,18,0.05555555556
2441255,2,18,0.1111111111
3339805,2,16,0.125
2161984,2,18,0.1111111111
2582919,2,18,0.1111111111
2578251,1,6,0.1666666667
3116513,1,18,0.05555555556
1996088,6,18,0.3333333333
3323937,3,18,0.1666666667
3222709,2,18,0.1111111111
2846888,2,18,0.1111111111
2585569,1,18,0.05555555556
3220095,1,18,0.05555555556
3347643,1,18,0.05555555556
1725893,1,18,0.05555555556
3110626,3,18,0.1666666667
2578869,5,18,0.2777777778
2974664,3,18,0.1666666667
2998011,2,8,0.25
3241299,7,18,0.3888888889
3345780,4,18,0.2222222222
2013883,2,18,0.1111111111
3324929,1,17,0.05882352941
1873895,2,18,0.1111111111
3356363,6,15,0.4
1574792,2,18,0.1111111111
1865590,1,18,0.05555555556
1296262,1,18,0.05555555556
3097626,1,18,0.05555555556
3119555,1,18,0.05555555556
3115398,2,18,0.1111111111
1995431,1,18,0.05555555556
3341327,2,18,0.1111111111
3101906,3,18,0.1666666667
3235576,1,18,0.05555555556
2707389,1,18,0.05555555556
2447476,2,18,0.1111111111
3339519,2,17,0.1176470588
3325179,1,9,0.1111111111
2583386,1,15,0.06666666667
2847821,1,5,0.2
3340374,1,18,0.05555555556
3424072,3,18,0.1666666667
3245774,1,15,0.06666666667
2142080,1,18,0.05555555556
2721441,2,18,0.1111111111
2971432,5,18,0.2777777778
2854297,3,18,0.1666666667
3222220,1,18,0.05555555556
1433894,1,18,0.05555555556
2166223,1,9,0.1111111111
2578581,2,18,0.1111111111
3122230,2,18,0.1111111111
3120567,3,18,0.1666666667
3219634,3,18,0.1666666667
2012640,2,18,0.1111111111
3231862,1,1,1
2991448,3,18,0.1666666667
3248250,3,15,0.2
1431501,1,18,0.05555555556
2568519,1,14,0.07142857143
3002789,2,15,0.1333333333
3113917,2,18,0.1111111111
1569999,1,18,0.05555555556
3352479,5,15,0.3333333333
1573867,2,18,0.1111111111
1161908,5,18,0.2777777778
2164117,2,18,0.1111111111
1869817,1,18,0.05555555556
2717146,1,18,0.05555555556
3232218,1,18,0.05555555556
2692629,2,18,0.1111111111
2970115,1,18,0.05555555556
3002386,5,15,0.3333333333
2720354,8,18,0.4444444444
2441728,1,18,0.05555555556
3231831,1,18,0.05555555556
2984102,2,18,0.1111111111
2578941,3,18,0.1666666667
2019230,1,18,0.05555555556
2709271,6,18,0.3333333333
2421898,1,18,0.05555555556
3102469,4,18,0.2222222222
2155869,2,18,0.1111111111
3356628,2,15,0.1333333333
2865774,3,15,0.2
3112405,2,16,0.125
2568912,1,8,0.125
3234311,2,15,0.1333333333
2012841,3,18,0.1666666667
3246355,1,15,0.06666666667
3234781,2,18,0.1111111111
3343755,5,18,0.2777777778
3357167,1,15,0.06666666667
2440060,1,18,0.05555555556
3355066,1,4,0.25
2582800,1,18,0.05555555556
3102003,3,18,0.1666666667
2571238,2,18,0.1111111111
2710194,2,16,0.125
2421862,1,18,0.05555555556
2578725,1,18,0.05555555556
3103125,4,18,0.2222222222
3129824,3,15,0.2
3425564,2,18,0.1111111111
2581811,1,18,0.05555555556
1570026,1,18,0.05555555556
3230787,13,18,0.7222222222
2018585,3,18,0.1666666667
3337888,3,18,0.1666666667
2581485,1,18,0.05555555556
1435108,3,18,0.1666666667
2857687,1,18,0.05555555556
3236448,1,18,0.05555555556
2447046,2,18,0.1111111111
2423167,1,18,0.05555555556
3120991,1,18,0.05555555556
3123728,1,18,0.05555555556
1849471,1,18,0.05555555556
2306463,5,18,0.2777777778
3127911,1,15,0.06666666667
2693557,5,18,0.2777777778
2584997,2,18,0.1111111111
3240004,3,18,0.1666666667
2971092,1,18,0.05555555556
3231058,1,18,0.05555555556
2448052,1,18,0.05555555556
2016676,4,16,0.25
3217556,4,18,0.2222222222
3248860,2,15,0.1333333333
3325344,3,18,0.1666666667
2853886,1,7,0.1428571429
3356642,1,15,0.06666666667
1849415,3,18,0.1666666667
3327083,1,18,0.05555555556
2847816,1,18,0.05555555556
3121024,1,18,0.05555555556
3221239,2,18,0.1111111111
2697907,2,9,0.2222222222
2439660,2,18,0.1111111111
3246594,4,15,0.2666666667
2570146,3,18,0.1666666667
2969635,1,18,0.05555555556
3330230,3,18,0.1666666667
3326990,2,18,0.1111111111
2442559,4,18,0.2222222222
3238110,1,18,0.05555555556
3230719,2,16,0.125
2558521,2,18,0.1111111111
3322954,2,18,0.1111111111
2443827,2,18,0.1111111111
2835067,4,18,0.2222222222
1429505,1,18,0.05555555556
3239204,3,18,0.1666666667
2848857,2,18,0.1111111111
3112492,1,8,0.125
2141436,4,17,0.2352941176
1572175,4,15,0.2666666667
2983182,1,18,0.05555555556
2307948,1,18,0.05555555556
3118732,1,18,0.05555555556
2012214,1,18,0.05555555556
2849378,4,18,0.2222222222
3231208,3,17,0.1764705882
2853828,1,18,0.05555555556
2163351,1,18,0.05555555556
3221638,3,18,0.1666666667
3218312,2,18,0.1111111111
3230578,1,18,0.05555555556
3215855,3,18,0.1666666667
2425057,1,18,0.05555555556
2164379,3,18,0.1666666667
2167198,2,18,0.1111111111
1574646,2,18,0.1111111111
3339128,1,18,0.05555555556
2968572,3,18,0.1666666667
2442363,3,16,0.1875
2693535,3,18,0.1666666667
3218923,1,18,0.05555555556
1433803,2,18,0.1111111111
1870196,1,18,0.05555555556
3220719,3,18,0.1666666667
3327688,4,18,0.2222222222
1162345,1,18,0.05555555556
3336731,2,18,0.1111111111
2423737,2,15,0.1333333333
3245721,3,13,0.2307692308
2865318,2,15,0.1333333333
2708367,2,18,0.1111111111
3241388,1,18,0.05555555556
3119824,1,18,0.05555555556
1295737,1,18,0.05555555556
2831697,1,18,0.05555555556
3345830,2,16,0.125
3329724,2,18,0.1111111111
3247616,3,15,0.2
3099834,2,18,0.1111111111
3327681,3,18,0.1666666667
3337621,1,18,0.05555555556
3131023,1,4,0.25
2581674,1,18,0.05555555556
2972471,1,18,0.05555555556
2439633,3,18,0.1666666667
3342820,1,18,0.05555555556
2584908,3,18,0.1666666667
3241975,1,18,0.05555555556
2970584,7,18,0.3888888889
2969462,1,18,0.05555555556
2571495,2,18,0.1111111111
2970396,1,8,0.125
1867702,3,18,0.1666666667
3120585,3,18,0.1666666667
3238303,2,18,0.1111111111
2568537,5,18,0.2777777778
2011824,1,18,0.05555555556
2854618,2,18,0.1111111111
1870914,4,18,0.2222222222
2446113,2,18,0.1111111111
2969846,2,18,0.1111111111
3120320,11,18,0.6111111111
3329136,6,18,0.3333333333
2722819,3,17,0.1764705882
1163211,1,18,0.05555555556
3217921,3,18,0.1666666667
2452514,2,18,0.1111111111
3235616,1,18,0.05555555556
1723656,1,7,0.1428571429
2695478,1,18,0.05555555556
3353329,7,15,0.4666666667
3111451,4,13,0.3076923077
2297785,2,18,0.1111111111
2720582,1,18,0.05555555556
2309690,1,18,0.05555555556
2995460,1,18,0.05555555556
2970996,1,18,0.05555555556
3111456,2,18,0.1111111111
1724222,2,18,0.1111111111
2302624,1,18,0.05555555556
2835289,1,18,0.05555555556
1163449,1,18,0.05555555556
2424551,1,18,0.05555555556
1026309,1,18,0.05555555556
1724679,1,18,0.05555555556
3111831,1,11,0.09090909091
2993300,1,18,0.05555555556
3119604,1,18,0.05555555556
3330643,1,18,0.05555555556
3424202,2,7,0.2857142857
2444084,1,18,0.05555555556
2438368,2,16,0.125
3246147,5,15,0.3333333333
2141812,1,18,0.05555555556
2303756,1,9,0.1111111111
3121435,1,18,0.05555555556
2833327,3,18,0.1666666667
2998545,1,18,0.05555555556
2717505,1,18,0.05555555556
3217178,1,18,0.05555555556
3112889,3,18,0.1666666667
3241739,1,18,0.05555555556
2436457,1,18,0.05555555556
3326775,6,18,0.3333333333
2692060,1,18,0.05555555556
3232697,2,18,0.1111111111
3340331,2,18,0.1111111111
1160891,1,18,0.05555555556
2696262,5,18,0.2777777778
2995050,1,18,0.05555555556
2157725,2,18,0.1111111111
3120726,4,18,0.2222222222
2443863,2,18,0.1111111111
2439420,2,18,0.1111111111
2449591,1,2,0.5
1873703,2,18,0.1111111111
2719491,1,18,0.05555555556
3102024,9,18,0.5
3120146,1,18,0.05555555556
2975471,2,18,0.1111111111
2010152,2,18,0.1111111111
3329196,4,18,0.2222222222
3112242,1,18,0.05555555556
2162064,1,18,0.05555555556
1163621,1,17,0.05882352941
1725153,1,18,0.05555555556
3229028,1,18,0.05555555556
1575580,2,18,0.1111111111
3232838,1,18,0.05555555556
2019477,2,18,0.1111111111
3328418,2,18,0.1111111111
2164951,1,18,0.05555555556
2578198,1,18,0.05555555556
3324221,4,18,0.2222222222
2568563,1,15,0.06666666667
2722620,2,18,0.1111111111
2310119,1,18,0.05555555556
1722776,1,18,0.05555555556
2831425,2,18,0.1111111111
2993133,2,18,0.1111111111
3341413,2,18,0.1111111111
2712821,1,18,0.05555555556
3242122,1,18,0.05555555556
2715836,2,18,0.1111111111
2835886,1,18,0.05555555556
1871465,3,8,0.375
3246916,2,15,0.1333333333
2972061,2,18,0.1111111111
2156490,1,14,0.07142857143
2302246,2,18,0.1111111111
3221221,1,18,0.05555555556
1292798,3,18,0.1666666667
2443035,2,15,0.1333333333
2424791,2,18,0.1111111111
2555680,3,18,0.1666666667
2575874,1,18,0.05555555556
2438757,1,18,0.05555555556
3219086,1,16,0.0625
3338421,2,18,0.1111111111
3339538,6,18,0.3333333333
2849969,2,18,0.1111111111
2446327,1,15,0.06666666667
2970955,1,18,0.05555555556
3002336,3,15,0.2
2580373,1,2,0.5
1026133,1,18,0.05555555556
2975844,3,18,0.1666666667
1571511,6,18,0.3333333333
3344365,1,18,0.05555555556
1718828,4,18,0.2222222222
3335352,1,18,0.05555555556
3337061,6,18,0.3333333333
3102479,2,15,0.1333333333
2975810,2,18,0.1111111111
2858074,3,18,0.1666666667
2575024,1,16,0.0625
2423717,2,18,0.1111111111
2557522,3,18,0.1666666667
2010366,2,18,0.1111111111
1870714,3,18,0.1666666667
2142657,4,18,0.2222222222
2159449,6,18,0.3333333333
2721068,1,18,0.05555555556
2448679,1,18,0.05555555556
3097183,2,16,0.125
3099019,1,18,0.05555555556
2019227,2,18,0.1111111111
3240280,1,18,0.05555555556
2851936,2,18,0.1111111111
2446141,1,8,0.125
2970901,1,18,0.05555555556
3215881,4,18,0.2222222222
2444412,4,18,0.2222222222
3100582,6,18,0.3333333333
2712415,1,18,0.05555555556
3115606,3,18,0.1666666667
2018906,1,18,0.05555555556
1725190,1,18,0.05555555556
3323665,2,18,0.1111111111
2303101,2,18,0.1111111111
1873198,2,16,0.125
3354353,2,15,0.1333333333
2015883,2,18,0.1111111111
3235216,1,18,0.05555555556
3346206,1,18,0.05555555556
3096636,2,16,0.125
2164165,1,18,0.05555555556
3328080,2,18,0.1111111111
2016295,1,18,0.05555555556
2304915,2,18,0.1111111111
1721361,1,18,0.05555555556
2165615,1,18,0.05555555556
2140552,2,18,0.1111111111
1867553,1,18,0.05555555556
3122595,4,18,0.2222222222
3117024,1,15,0.06666666667
2304269,1,18,0.05555555556
2570881,1,18,0.05555555556
3120004,1,15,0.06666666667
3129714,1,1,1
2969361,1,18,0.05555555556
1866732,1,18,0.05555555556
3002477,3,15,0.2
2576524,2,18,0.1111111111
3127817,1,15,0.06666666667
2307878,2,18,0.1111111111
1725815,3,18,0.1666666667
2717816,1,18,0.05555555556
2423466,2,18,0.1111111111
3335816,9,18,0.5
3355907,1,15,0.06666666667
2971532,1,1,1
2714807,2,18,0.1111111111
2424681,2,18,0.1111111111
2423662,1,18,0.05555555556
3245446,5,15,0.3333333333
3232514,1,16,0.0625
2444790,2,17,0.1176470588
2572522,2,18,0.1111111111
3099957,4,18,0.2222222222
2582166,1,18,0.05555555556
3131140,1,15,0.06666666667
2301349,1,18,0.05555555556
2986505,5,18,0.2777777778
2019352,1,18,0.05555555556
3217654,1,18,0.05555555556
3326253,3,18,0.1666666667
3335644,1,18,0.05555555556
2575390,1,18,0.05555555556
3115178,7,18,0.3888888889
3129312,3,15,0.2
3222183,2,18,0.1111111111
1576646,1,17,0.05882352941
2309719,2,18,0.1111111111
3241041,2,18,0.1111111111
2165198,1,18,0.05555555556
3102309,6,18,0.3333333333
3218445,2,18,0.1111111111
2285130,3,18,0.1666666667
2580691,1,8,0.125
2834483,2,18,0.1111111111
2851014,1,18,0.05555555556
1995622,1,16,0.0625
3223290,7,18,0.3888888889
3338934,1,9,0.1111111111
2166970,1,18,0.05555555556
3323540,3,18,0.1666666667
2306756,2,18,0.1111111111
1572685,1,18,0.05555555556
2995525,1,5,0.2
3217051,1,18,0.05555555556
3324568,1,18,0.05555555556
3220872,1,18,0.05555555556
3216148,3,18,0.1666666667
2016978,1,18,0.05555555556
3248332,10,15,0.6666666667
2970811,2,18,0.1111111111
2304695,7,18,0.3888888889
3325023,2,18,0.1111111111
3336434,4,18,0.2222222222
3337182,2,18,0.1111111111
2575301,2,18,0.1111111111
2973238,1,15,0.06666666667
2443178,5,18,0.2777777778
3241619,9,18,0.5
2581316,1,18,0.05555555556
1026084,1,15,0.06666666667
2864938,2,15,0.1333333333
1865325,1,18,0.05555555556
3339443,4,18,0.2222222222
3247146,2,13,0.1538461538
3099932,3,18,0.1666666667
3353050,1,15,0.06666666667
2439967,2,18,0.1111111111
2858190,1,18,0.05555555556
2693092,12,18,0.6666666667
2142575,2,18,0.1111111111
3344810,3,18,0.1666666667
2859089,3,18,0.1666666667
2284676,2,18,0.1111111111
1995248,1,18,0.05555555556
2845610,5,18,0.2777777778
3354827,5,15,0.3333333333
2970244,1,5,0.2
3348676,3,18,0.1666666667
1864603,2,18,0.1111111111
3326863,1,18,0.05555555556
2142186,4,18,0.2222222222
1294122,1,18,0.05555555556
1720554,8,18,0.4444444444
3110460,1,18,0.05555555556
1995489,1,6,0.1666666667
1864258,1,18,0.05555555556
2425331,2,18,0.1111111111
2859677,3,18,0.1666666667
3119526,1,18,0.05555555556
3096317,1,18,0.05555555556
3424174,1,18,0.05555555556
2424217,4,18,0.2222222222
2989746,1,6,0.1666666667
2579590,2,18,0.1111111111
3352549,4,15,0.2666666667
2305985,2,18,0.1111111111
3219703,2,18,0.1111111111
2156581,1,18,0.05555555556
3113818,1,18,0.05555555556
2011905,1,18,0.05555555556
1719422,1,18,0.05555555556
2852862,2,18,0.1111111111
3247780,4,15,0.2666666667
1871314,3,14,0.2142857143
3109924,1,18,0.05555555556
2579136,1,18,0.05555555556
3219735,1,18,0.05555555556
3247570,6,15,0.4
2693450,3,18,0.1666666667
